019-12-25T23:42:29.081+07:00	INFO 	R1 receive event <-495:Evt,8F202,3,R1:B1,P1:1,GetWaf,^1 is now extended into ^2 during ^3 command>32
2019-12-26T00:01:13.598+07:00	INFO 	R1 send <145:PutWaf,R1:B1,P1:25>D5
2019-12-26T00:01:13.627+07:00	INFO 	R1 receive message <145:Ack,0>3F
2019-12-26T00:01:14.346+07:00	INFO 	R1 receive event <-717:Evt,8F201,3,R1:B1,P1:25,PutWaf,^1 is now pointing at ^2 during ^3 command>AF
2019-12-26T00:01:15.352+07:00	INFO 	R1 receive event <-718:Evt,8F202,3,R1:B1,P1:25,PutWaf,^1 is now extended into ^2 during ^3 command>7F
2019-12-26T00:01:16.620+07:00	INFO 	R1 receive event <-719:Evt,8F203,3,R1:B1,P1:25,PutWaf,^1 is now retracted from ^2 during ^3 command>E8
2019-12-26T00:01:16.648+07:00	INFO 	R1 receive message <145:Res,0>5A
2019-12-26T00:01:16.678+07:00	INFO 	R1 send <150:QryCpos,R1:B1,Symbl>30
2019-12-26T00:01:16.710+07:00	INFO 	R1 receive message <150:Ack,0>3B
2019-12-26T00:01:16.738+07:00	INFO 	R1 receive message <150:Res,P1:25,Safe>F3
2019-12-26T00:01:26.772+07:00	INFO 	R1 send <161:GetWaf,R1:B1,P1:25>BA
2019-12-26T00:01:26.806+07:00	INFO 	R1 receive message <161:Ack,0>3D
2019-12-26T00:01:27.795+07:00	INFO 	R1 receive event <-720:Evt,8F202,3,R1:B1,P1:25,GetWaf,^1 is now extended into ^2 during ^3 command>5F
2019-12-26T00:01:29.286+07:00	INFO 	R1 receive event <-721:Evt,8F203,3,R1:B1,P1:25,GetWaf,^1 is now retracted from ^2 during ^3 command>C8
2019-12-26T00:01:29.315+07:00	INFO 	R1 receive message <161:Res,0>58
2019-12-26T00:01:29.341+07:00	INFO 	R1 send <164:QryCpos,R1:B1,Symbl>35
2019-12-26T00:01:29.369+07:00	INFO 	R1 receive message <164:Ack,0>40
2019-12-26T00:01:29.398+07:00	INFO 	R1 receive message <164:Res,P1:25,Safe>F8
2019-12-26T00:01:29.434+07:00	INFO 	R1 send <165:PutWaf,R1:B1,P1:1>A1
2019-12-26T00:01:29.462+07:00	INFO 	R1 receive message <165:Ack,0>41
2019-12-26T00:01:30.183+07:00	INFO 	R1 receive event <-722:Evt,8F201,3,R1:B1,P1:1,PutWaf,^1 is now pointing at ^2 during ^3 command>75
2019-12-26T00:01:31.192+07:00	INFO 	R1 receive event <-723:Evt,8F202,3,R1:B1,P1:1,PutWaf,^1 is now extended into ^2 during ^3 command>45
2019-12-26T00:01:32.453+07:00	INFO 	R1 receive event <-724:Evt,8F203,3,R1:B1,P1:1,PutWaf,^1 is now retracted from ^2 during ^3 command>AE
2019-12-26T00:01:32.486+07:00	INFO 	R1 receive message <165:Res,0>5C
2019-12-26T00:01:32.520+07:00	INFO 	R1 send <169:QryCpos,R1:B1,Symbl>3A
2019-12-26T00:01:32.550+07:00	INFO 	R1 receive message <169:Ack,0>45
2019-12-26T00:01:32.578+07:00	INFO 	R1 receive message <169:Res,P1:1,Safe>C7
2019-12-26T00:01:37.615+07:00	INFO 	P1 send <320:Unload,Unclamp>2E
2019-12-26T00:01:37.656+07:00	INFO 	P1 receive message <320:Ack,0>3A
2019-12-26T00:01:38.330+07:00	INFO 	P1 receive event <-96:Evt,DF037,POD Lowered Off>91
2019-12-26T00:01:38.334+07:00	INFO 	P1 receive event <-97:Evt,DF041,Mapper not in safe location>82
2019-12-26T00:01:40.435+07:00	INFO 	P1 receive event <-98:Evt,DF034,PDO Raised On>B8
2019-12-26T00:01:40.466+07:00	INFO 	P1 receive event <-99:Evt,DF033,PDO Undocked Off>EB
2019-12-26T00:01:41.725+07:00	INFO 	P1 receive event <-100:Evt,DF030,PDO Docked On>C6
2019-12-26T00:01:41.732+07:00	INFO 	P1 receive event <-101:Evt,DF023,FOUP Door Unlatched Off>80
2019-12-26T00:01:41.736+07:00	INFO 	P1 receive event <-102:Evt,DF020,FOUP Door Latched On>3D
2019-12-26T00:01:41.756+07:00	INFO 	P1 receive event <-103:Evt,DF025,FOUP Door Unchucked>4B
2019-12-26T00:01:42.693+07:00	INFO 	P1 receive event <-104:Evt,DF016,Docked Off>29
2019-12-26T00:01:43.275+07:00	INFO 	P1 receive event <-105:Evt,DF017,Undocked On>B0
2019-12-26T00:01:43.294+07:00	INFO 	P1 receive event <-106:Evt,DF012,Clamped Off>93
2019-12-26T00:01:43.298+07:00	INFO 	P1 receive event <-107:Evt,DF013,Unclamped On>1A
2019-12-26T00:01:43.354+07:00	INFO 	P1 receive message <320:Res,0,OK>1B
2019-12-26T00:01:43.385+07:00	INFO 	R1 send <181:Init>68
2019-12-26T00:01:43.414+07:00	INFO 	R1 receive message <181:Ack,0>3F
2019-12-26T00:01:44.728+07:00	INFO 	R1 receive message <181:Res,0>5A
2019-12-26T00:01:44.757+07:00	INFO 	R1 send <184:Home>60
2019-12-26T00:01:44.784+07:00	INFO 	R1 receive message <184:Ack,0>42
2019-12-26T00:01:47.030+07:00	INFO 	R1 receive message <184:Res,0>5D
2019-12-26T00:01:47.032+07:00	INFO 	R1 send <187:QryCpos,R1:B1,Symbl>3A
2019-12-26T00:01:47.088+07:00	INFO 	R1 receive message <187:Ack,0>45
2019-12-26T00:01:47.118+07:00	INFO 	R1 receive message <187:Res,P1:1,Safe>C7
2019-12-26T00:01:47.147+07:00	INFO 	P1 send <331:Home>5A
2019-12-26T00:01:47.175+07:00	INFO 	P1 receive message <331:Ack,0>3C
2019-12-26T00:01:47.202+07:00	INFO 	P1 receive event <-108:Evt,3FE01,Loadport Requires Homing>DD
2019-12-26T00:01:47.227+07:00	INFO 	P1 receive event <-109:Evt,DF011,Clamped On>37
2019-12-26T00:01:47.231+07:00	INFO 	P1 receive event <-110:Evt,DF014,Unclamped Off>73
2019-12-26T00:01:47.898+07:00	INFO 	P1 receive event <-111:Evt,DF012,Clamped Off>8F
2019-12-26T00:01:47.902+07:00	INFO 	P1 receive event <-112:Evt,DF013,Unclamped On>16
2019-12-26T00:01:47.964+07:00	INFO 	P1 receive message <331:Res,0,OK>1D
2019-12-26T00:01:47.997+07:00	INFO 	P1 send <333:Load,Open>11
2019-12-26T00:01:48.026+07:00	INFO 	P1 receive message <333:Ack,0>3E
2019-12-26T00:01:48.063+07:00	INFO 	P1 receive event <-113:Evt,DF024,FOUP Door Chucked>68
2019-12-26T00:01:48.087+07:00	INFO 	P1 receive event <-114:Evt,DF031,PDO Docked Off>2A
2019-12-26T00:01:48.091+07:00	INFO 	P1 receive event <-115:Evt,DF021,FOUP Door Latched Off>A0
2019-12-26T00:01:48.095+07:00	INFO 	P1 receive event <-116:Evt,DF022,FOUP Door Unlatched On>27
2019-12-26T00:01:48.143+07:00	INFO 	P1 receive event <-117:Evt,DF011,Clamped On>36
2019-12-26T00:01:48.147+07:00	INFO 	P1 receive event <-118:Evt,DF014,Unclamped Off>7B
2019-12-26T00:01:48.689+07:00	INFO 	P1 receive event <-119:Evt,DF018,Undocked Off>14
2019-12-26T00:01:49.161+07:00	INFO 	P1 receive event <-120:Evt,DF015,Docked On>C8
2019-12-26T00:01:49.599+07:00	INFO 	P1 receive event <-121:Evt,DF030,PDO Docked On>C9
2019-12-26T00:01:49.647+07:00	INFO 	P1 receive event <-122:Evt,DF031,PDO Docked Off>29
2019-12-26T00:01:53.249+07:00	INFO 	P1 receive event <-123:Evt,DF032,PDO Undocked On>B0
2019-12-26T00:01:53.283+07:00	INFO 	P1 receive event <-124:Evt,DF035,PDO Raised Off>3D
2019-12-26T00:01:56.126+07:00	INFO 	P1 receive event <-125:Evt,DF036,POD Lowered On>5B
2019-12-26T00:01:56.130+07:00	INFO 	P1 receive event <-126:Evt,DF040,Mapper in safe location>39
2019-12-26T00:01:56.781+07:00	INFO 	P1 receive message <333:Res,0,OK>1F
2019-12-26T00:01:56.810+07:00	INFO 	P1 send <343:GetMap>12
2019-12-26T00:01:56.837+07:00	INFO 	P1 receive message <343:Ack,0>3F
2019-12-26T00:01:56.864+07:00	INFO 	P1 receive message <343:Res,0,25,1;0.76;0.04,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00>9D
2019-12-26T00:02:01.940+07:00	INFO 	R1 send <203:GetWaf,R1:B1,P1:1>81
2019-12-26T00:02:01.976+07:00	INFO 	R1 receive message <203:Ack,0>3A
2019-12-26T00:02:02.971+07:00	INFO 	R1 receive event <-725:Evt,8F202,3,R1:B1,P1:1,GetWaf,^1 is now extended into ^2 during ^3 command>2E
2019-12-26T00:02:04.464+07:00	INFO 	R1 receive event <-726:Evt,8F203,3,R1:B1,P1:1,GetWaf,^1 is now retracted from ^2 during ^3 command>97
2019-12-26T00:02:04.493+07:00	INFO 	R1 receive message <203:Res,0>55
2019-12-26T00:02:04.523+07:00	INFO 	R1 send <206:QryCpos,R1:B1,Symbl>32
2019-12-26T00:02:04.556+07:00	INFO 	R1 receive message <206:Ack,0>3D
2019-12-26T00:02:04.583+07:00	INFO 	R1 receive message <206:Res,P1:1,Safe>BF
2019-12-26T00:02:04.619+07:00	INFO 	R1 send <207:PutWaf,R1:B1,P1:25>D4
2019-12-26T00:02:04.652+07:00	INFO 	R1 receive message <207:Ack,0>3E
2019-12-26T00:02:05.366+07:00	INFO 	R1 receive event <-727:Evt,8F201,3,R1:B1,P1:25,PutWaf,^1 is now pointing at ^2 during ^3 command>B0
2019-12-26T00:02:06.371+07:00	INFO 	R1 receive event <-728:Evt,8F202,3,R1:B1,P1:25,PutWaf,^1 is now extended into ^2 during ^3 command>80
2019-12-26T00:02:07.634+07:00	INFO 	R1 receive event <-729:Evt,8F203,3,R1:B1,P1:25,PutWaf,^1 is now retracted from ^2 during ^3 command>E9
2019-12-26T00:02:07.663+07:00	INFO 	R1 receive message <207:Res,0>59
2019-12-26T00:02:07.694+07:00	INFO 	R1 send <211:QryCpos,R1:B1,Symbl>2E
2019-12-26T00:02:07.724+07:00	INFO 	R1 receive message <211:Ack,0>39
2019-12-26T00:02:07.752+07:00	INFO 	R1 receive message <211:Res,P1:25,Safe>F1
2019-12-26T00:02:17.788+07:00	INFO 	R1 send <223:GetWaf,R1:B1,P1:25>B9
2019-12-26T00:02:17.817+07:00	INFO 	R1 receive message <223:Ack,0>3C
2019-12-26T00:02:18.812+07:00	INFO 	R1 receive event <-730:Evt,8F202,3,R1:B1,P1:25,GetWaf,^1 is now extended into ^2 during ^3 command>60
2019-12-26T00:02:20.304+07:00	INFO 	R1 receive event <-731:Evt,8F203,3,R1:B1,P1:25,GetWaf,^1 is now retracted from ^2 during ^3 command>C9
2019-12-26T00:02:20.337+07:00	INFO 	R1 receive message <223:Res,0>57
2019-12-26T00:02:20.362+07:00	INFO 	R1 send <226:QryCpos,R1:B1,Symbl>34
2019-12-26T00:02:20.391+07:00	INFO 	R1 receive message <226:Ack,0>3F
2019-12-26T00:02:20.418+07:00	INFO 	R1 receive message <226:Res,P1:25,Safe>F7
2019-12-26T00:02:20.450+07:00	INFO 	R1 send <227:PutWaf,R1:B1,P1:1>A0
2019-12-26T00:02:20.480+07:00	INFO 	R1 receive message <227:Ack,0>40
2019-12-26T00:02:21.199+07:00	INFO 	R1 receive event <-732:Evt,8F201,3,R1:B1,P1:1,PutWaf,^1 is now pointing at ^2 during ^3 command>76
2019-12-26T00:02:22.203+07:00	INFO 	R1 receive event <-733:Evt,8F202,3,R1:B1,P1:1,PutWaf,^1 is now extended into ^2 during ^3 command>46
2019-12-26T00:02:23.471+07:00	INFO 	R1 receive event <-734:Evt,8F203,3,R1:B1,P1:1,PutWaf,^1 is now retracted from ^2 during ^3 command>AF
2019-12-26T00:02:23.507+07:00	INFO 	R1 receive message <227:Res,0>5B
2019-12-26T00:02:23.537+07:00	INFO 	R1 send <231:QryCpos,R1:B1,Symbl>30
2019-12-26T00:02:23.563+07:00	INFO 	R1 receive message <231:Ack,0>3B
2019-12-26T00:02:23.589+07:00	INFO 	R1 receive message <231:Res,P1:1,Safe>BD
2019-12-26T00:02:28.625+07:00	INFO 	P1 send <375:Unload,Unclamp>38
2019-12-26T00:02:28.652+07:00	INFO 	P1 receive message <375:Ack,0>44
2019-12-26T00:02:29.341+07:00	INFO 	P1 receive event <-127:Evt,DF037,POD Lowered Off>BC
2019-12-26T00:02:29.345+07:00	INFO 	P1 receive event <-128:Evt,DF041,Mapper not in safe location>AD
2019-12-26T00:02:31.449+07:00	INFO 	P1 receive event <-129:Evt,DF034,PDO Raised On>E3
2019-12-26T00:02:31.480+07:00	INFO 	P1 receive event <-130:Evt,DF033,PDO Undocked Off>0D
2019-12-26T00:02:32.735+07:00	INFO 	P1 receive event <-131:Evt,DF030,PDO Docked On>CA
2019-12-26T00:02:32.743+07:00	INFO 	P1 receive event <-132:Evt,DF023,FOUP Door Unlatched Off>84
2019-12-26T00:02:32.747+07:00	INFO 	P1 receive event <-133:Evt,DF020,FOUP Door Latched On>41
2019-12-26T00:02:32.767+07:00	INFO 	P1 receive event <-134:Evt,DF025,FOUP Door Unchucked>4F
2019-12-26T00:02:33.709+07:00	INFO 	P1 receive event <-135:Evt,DF016,Docked Off>2D
2019-12-26T00:02:34.288+07:00	INFO 	P1 receive event <-136:Evt,DF017,Undocked On>B4
2019-12-26T00:02:34.308+07:00	INFO 	P1 receive event <-137:Evt,DF012,Clamped Off>97
2019-12-26T00:02:34.312+07:00	INFO 	P1 receive event <-138:Evt,DF013,Unclamped On>1E
2019-12-26T00:02:34.370+07:00	INFO 	P1 receive message <375:Res,0,OK>25
2019-12-26T00:02:34.403+07:00	INFO 	R1 send <243:Init>67
2019-12-26T00:02:34.406+07:00	INFO 	R1 receive message <243:Ack,0>3E
2019-12-26T00:02:35.748+07:00	INFO 	R1 receive message <243:Res,0>59
2019-12-26T00:02:35.777+07:00	INFO 	R1 send <245:Home>5E
2019-12-26T00:02:35.807+07:00	INFO 	R1 receive message <245:Ack,0>40
2019-12-26T00:02:38.050+07:00	INFO 	R1 receive message <245:Res,0>5B
2019-12-26T00:02:38.054+07:00	INFO 	R1 send <249:QryCpos,R1:B1,Symbl>39
2019-12-26T00:02:38.111+07:00	INFO 	R1 receive message <249:Ack,0>44
2019-12-26T00:02:38.139+07:00	INFO 	R1 receive message <249:Res,P1:1,Safe>C6
2019-12-26T00:02:38.168+07:00	INFO 	P1 send <386:Home>64
2019-12-26T00:02:38.195+07:00	INFO 	P1 receive message <386:Ack,0>46
2019-12-26T00:02:38.222+07:00	INFO 	P1 receive event <-139:Evt,3FE01,Loadport Requires Homing>E1
2019-12-26T00:02:38.246+07:00	INFO 	P1 receive event <-140:Evt,DF011,Clamped On>32
2019-12-26T00:02:38.250+07:00	INFO 	P1 receive event <-141:Evt,DF014,Unclamped Off>77
2019-12-26T00:02:38.916+07:00	INFO 	P1 receive event <-142:Evt,DF012,Clamped Off>93
2019-12-26T00:02:38.920+07:00	INFO 	P1 receive event <-143:Evt,DF013,Unclamped On>1A
2019-12-26T00:02:38.980+07:00	INFO 	P1 receive message <386:Res,0,OK>27
2019-12-26T00:02:39.011+07:00	INFO 	P1 send <388:Load,Open>1B
2019-12-26T00:02:39.039+07:00	INFO 	P1 receive message <388:Ack,0>48
2019-12-26T00:02:39.079+07:00	INFO 	P1 receive event <-144:Evt,DF024,FOUP Door Chucked>6C
2019-12-26T00:02:39.107+07:00	INFO 	P1 receive event <-145:Evt,DF031,PDO Docked Off>2E
2019-12-26T00:02:39.111+07:00	INFO 	P1 receive event <-146:Evt,DF021,FOUP Door Latched Off>A4
2019-12-26T00:02:39.115+07:00	INFO 	P1 receive event <-147:Evt,DF022,FOUP Door Unlatched On>2B
2019-12-26T00:02:39.165+07:00	INFO 	P1 receive event <-148:Evt,DF011,Clamped On>3A
2019-12-26T00:02:39.169+07:00	INFO 	P1 receive event <-149:Evt,DF014,Unclamped Off>7F
2019-12-26T00:02:39.709+07:00	INFO 	P1 receive event <-150:Evt,DF018,Undocked Off>0F
2019-12-26T00:02:40.181+07:00	INFO 	P1 receive event <-151:Evt,DF015,Docked On>CC
2019-12-26T00:02:40.616+07:00	INFO 	P1 receive event <-152:Evt,DF030,PDO Docked On>CD
2019-12-26T00:02:40.667+07:00	INFO 	P1 receive event <-153:Evt,DF031,PDO Docked Off>2D
2019-12-26T00:02:44.269+07:00	INFO 	P1 receive event <-154:Evt,DF032,PDO Undocked On>B4
2019-12-26T00:02:44.303+07:00	INFO 	P1 receive event <-155:Evt,DF035,PDO Raised Off>41
2019-12-26T00:02:47.143+07:00	INFO 	P1 receive event <-156:Evt,DF036,POD Lowered On>5F
2019-12-26T00:02:47.147+07:00	INFO 	P1 receive event <-157:Evt,DF040,Mapper in safe location>3D
2019-12-26T00:02:47.799+07:00	INFO 	P1 receive message <388:Res,0,OK>29
2019-12-26T00:02:47.829+07:00	INFO 	P1 send <397:GetMap>1B
2019-12-26T00:02:47.858+07:00	INFO 	P1 receive message <397:Ack,0>48
2019-12-26T00:02:47.884+07:00	INFO 	P1 receive message <397:Res,0,25,1;0.76;0.04,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00>A6
2019-12-26T00:02:52.963+07:00	INFO 	R1 send <265:GetWaf,R1:B1,P1:1>89
2019-12-26T00:02:52.990+07:00	INFO 	R1 receive message <265:Ack,0>42
2019-12-26T00:02:53.995+07:00	INFO 	R1 receive event <-735:Evt,8F202,3,R1:B1,P1:1,GetWaf,^1 is now extended into ^2 during ^3 command>2F
2019-12-26T00:02:55.487+07:00	INFO 	R1 receive event <-736:Evt,8F203,3,R1:B1,P1:1,GetWaf,^1 is now retracted from ^2 during ^3 command>98
2019-12-26T00:02:55.516+07:00	INFO 	R1 receive message <265:Res,0>5D
2019-12-26T00:02:55.545+07:00	INFO 	R1 send <268:QryCpos,R1:B1,Symbl>3A
2019-12-26T00:02:55.577+07:00	INFO 	R1 receive message <268:Ack,0>45
2019-12-26T00:02:55.611+07:00	INFO 	R1 receive message <268:Res,P1:1,Safe>C7
2019-12-26T00:02:55.641+07:00	INFO 	R1 send <269:PutWaf,R1:B1,P1:25>DC
2019-12-26T00:02:55.670+07:00	INFO 	R1 receive message <269:Ack,0>46
2019-12-26T00:02:56.390+07:00	INFO 	R1 receive event <-737:Evt,8F201,3,R1:B1,P1:25,PutWaf,^1 is now pointing at ^2 during ^3 command>B1
2019-12-26T00:02:57.396+07:00	INFO 	R1 receive event <-738:Evt,8F202,3,R1:B1,P1:25,PutWaf,^1 is now extended into ^2 during ^3 command>81
2019-12-26T00:02:58.659+07:00	INFO 	R1 receive event <-739:Evt,8F203,3,R1:B1,P1:25,PutWaf,^1 is now retracted from ^2 during ^3 command>EA
2019-12-26T00:02:58.687+07:00	INFO 	R1 receive message <269:Res,0>61
2019-12-26T00:02:58.716+07:00	INFO 	R1 send <273:QryCpos,R1:B1,Symbl>36
2019-12-26T00:02:58.744+07:00	INFO 	R1 receive message <273:Ack,0>41
2019-12-26T00:02:58.774+07:00	INFO 	R1 receive message <273:Res,P1:25,Safe>F9
2019-12-26T00:03:08.807+07:00	INFO 	R1 send <284:GetWaf,R1:B1,P1:25>C0
2019-12-26T00:03:08.847+07:00	INFO 	R1 receive message <284:Ack,0>43
2019-12-26T00:03:09.832+07:00	INFO 	R1 receive event <-740:Evt,8F202,3,R1:B1,P1:25,GetWaf,^1 is now extended into ^2 during ^3 command>61
2019-12-26T00:03:11.322+07:00	INFO 	R1 receive event <-741:Evt,8F203,3,R1:B1,P1:25,GetWaf,^1 is now retracted from ^2 during ^3 command>CA
2019-12-26T00:03:11.348+07:00	INFO 	R1 receive message <284:Res,0>5E
2019-12-26T00:03:11.378+07:00	INFO 	R1 send <288:QryCpos,R1:B1,Symbl>3C
2019-12-26T00:03:11.407+07:00	INFO 	R1 receive message <288:Ack,0>47
2019-12-26T00:03:11.434+07:00	INFO 	R1 receive message <288:Res,P1:25,Safe>FF
2019-12-26T00:03:11.464+07:00	INFO 	R1 send <289:PutWaf,R1:B1,P1:1>A8
2019-12-26T00:03:11.492+07:00	INFO 	R1 receive message <289:Ack,0>48
2019-12-26T00:03:12.213+07:00	INFO 	R1 receive event <-742:Evt,8F201,3,R1:B1,P1:1,PutWaf,^1 is now pointing at ^2 during ^3 command>77
2019-12-26T00:03:13.217+07:00	INFO 	R1 receive event <-743:Evt,8F202,3,R1:B1,P1:1,PutWaf,^1 is now extended into ^2 during ^3 command>47
2019-12-26T00:03:14.482+07:00	INFO 	R1 receive event <-744:Evt,8F203,3,R1:B1,P1:1,PutWaf,^1 is now retracted from ^2 during ^3 command>B0
2019-12-26T00:03:14.514+07:00	INFO 	R1 receive message <289:Res,0>63
2019-12-26T00:03:14.542+07:00	INFO 	R1 send <293:QryCpos,R1:B1,Symbl>38
2019-12-26T00:03:14.569+07:00	INFO 	R1 receive message <293:Ack,0>43
2019-12-26T00:03:14.596+07:00	INFO 	R1 receive message <293:Res,P1:1,Safe>C5
2019-12-26T00:03:19.633+07:00	INFO 	P1 send <430:Unload,Unclamp>30
2019-12-26T00:03:19.672+07:00	INFO 	P1 receive message <430:Ack,0>3C
2019-12-26T00:03:20.345+07:00	INFO 	P1 receive event <-158:Evt,DF037,POD Lowered Off>C0
2019-12-26T00:03:20.349+07:00	INFO 	P1 receive event <-159:Evt,DF041,Mapper not in safe location>B1
2019-12-26T00:03:22.453+07:00	INFO 	P1 receive event <-160:Evt,DF034,PDO Raised On>DE
2019-12-26T00:03:22.483+07:00	INFO 	P1 receive event <-161:Evt,DF033,PDO Undocked Off>11
2019-12-26T00:03:23.741+07:00	INFO 	P1 receive event <-162:Evt,DF030,PDO Docked On>CE
2019-12-26T00:03:23.748+07:00	INFO 	P1 receive event <-163:Evt,DF023,FOUP Door Unlatched Off>88
2019-12-26T00:03:23.752+07:00	INFO 	P1 receive event <-164:Evt,DF020,FOUP Door Latched On>45
2019-12-26T00:03:23.772+07:00	INFO 	P1 receive event <-165:Evt,DF025,FOUP Door Unchucked>53
2019-12-26T00:03:24.711+07:00	INFO 	P1 receive event <-166:Evt,DF016,Docked Off>31
2019-12-26T00:03:25.291+07:00	INFO 	P1 receive event <-167:Evt,DF017,Undocked On>B8
2019-12-26T00:03:25.310+07:00	INFO 	P1 receive event <-168:Evt,DF012,Clamped Off>9B
2019-12-26T00:03:25.314+07:00	INFO 	P1 receive event <-169:Evt,DF013,Unclamped On>22
2019-12-26T00:03:25.373+07:00	INFO 	P1 receive message <430:Res,0,OK>1D
2019-12-26T00:03:25.404+07:00	INFO 	R1 send <305:Init>66
2019-12-26T00:03:25.433+07:00	INFO 	R1 receive message <305:Ack,0>3D
2019-12-26T00:03:26.759+07:00	INFO 	R1 receive message <305:Res,0>58
2019-12-26T00:03:26.788+07:00	INFO 	R1 send <307:Home>5D
2019-12-26T00:03:26.789+07:00	INFO 	R1 receive message <307:Ack,0>3F
2019-12-26T00:03:29.059+07:00	INFO 	R1 receive message <307:Res,0>5A
2019-12-26T00:03:29.071+07:00	INFO 	R1 send <311:QryCpos,R1:B1,Symbl>2F
2019-12-26T00:03:29.118+07:00	INFO 	R1 receive message <311:Ack,0>3A
2019-12-26T00:03:29.146+07:00	INFO 	R1 receive message <311:Res,P1:1,Safe>BC
2019-12-26T00:03:29.178+07:00	INFO 	P1 send <441:Home>5C
2019-12-26T00:03:29.206+07:00	INFO 	P1 receive message <441:Ack,0>3E
2019-12-26T00:03:29.235+07:00	INFO 	P1 receive event <-170:Evt,3FE01,Loadport Requires Homing>DC
2019-12-26T00:03:29.258+07:00	INFO 	P1 receive event <-171:Evt,DF011,Clamped On>36
2019-12-26T00:03:29.262+07:00	INFO 	P1 receive event <-172:Evt,DF014,Unclamped Off>7B
2019-12-26T00:03:29.924+07:00	INFO 	P1 receive event <-173:Evt,DF012,Clamped Off>97
2019-12-26T00:03:29.927+07:00	INFO 	P1 receive event <-174:Evt,DF013,Unclamped On>1E
2019-12-26T00:03:29.990+07:00	INFO 	P1 receive message <441:Res,0,OK>1F
2019-12-26T00:03:30.022+07:00	INFO 	P1 send <443:Load,Open>13
2019-12-26T00:03:30.051+07:00	INFO 	P1 receive message <443:Ack,0>40
2019-12-26T00:03:30.089+07:00	INFO 	P1 receive event <-175:Evt,DF024,FOUP Door Chucked>70
2019-12-26T00:03:30.113+07:00	INFO 	P1 receive event <-176:Evt,DF031,PDO Docked Off>32
2019-12-26T00:03:30.117+07:00	INFO 	P1 receive event <-177:Evt,DF021,FOUP Door Latched Off>A8
2019-12-26T00:03:30.121+07:00	INFO 	P1 receive event <-178:Evt,DF022,FOUP Door Unlatched On>2F
2019-12-26T00:03:30.169+07:00	INFO 	P1 receive event <-179:Evt,DF011,Clamped On>3E
2019-12-26T00:03:30.173+07:00	INFO 	P1 receive event <-180:Evt,DF014,Unclamped Off>7A
2019-12-26T00:03:30.712+07:00	INFO 	P1 receive event <-181:Evt,DF018,Undocked Off>13
2019-12-26T00:03:31.183+07:00	INFO 	P1 receive event <-182:Evt,DF015,Docked On>D0
2019-12-26T00:03:31.621+07:00	INFO 	P1 receive event <-183:Evt,DF030,PDO Docked On>D1
2019-12-26T00:03:31.674+07:00	INFO 	P1 receive event <-184:Evt,DF031,PDO Docked Off>31
2019-12-26T00:03:35.277+07:00	INFO 	P1 receive event <-185:Evt,DF032,PDO Undocked On>B8
2019-12-26T00:03:35.311+07:00	INFO 	P1 receive event <-186:Evt,DF035,PDO Raised Off>45
2019-12-26T00:03:38.156+07:00	INFO 	P1 receive event <-187:Evt,DF036,POD Lowered On>63
2019-12-26T00:03:38.163+07:00	INFO 	P1 receive event <-188:Evt,DF040,Mapper in safe location>41
2019-12-26T00:03:38.811+07:00	INFO 	P1 receive message <443:Res,0,OK>21
2019-12-26T00:03:38.839+07:00	INFO 	P1 send <452:GetMap>13
2019-12-26T00:03:38.865+07:00	INFO 	P1 receive message <452:Ack,0>40
2019-12-26T00:03:38.893+07:00	INFO 	P1 receive message <452:Res,0,25,1;0.76;0.04,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00,0;0.00;0.00>9E
2019-12-26T00:03:43.972+07:00	INFO 	R1 send <327:GetWaf,R1:B1,P1:1>88
2019-12-26T00:03:44.008+07:00	INFO 	R1 receive message <327:Ack,0>41
2019-12-26T00:03:45.004+07:00	INFO 	R1 receive event <-745:Evt,8F202,3,R1:B1,P1:1,GetWaf,^1 is now extended into ^2 during ^3 command>30
2019-12-26T00:03:46.496+07:00	INFO 	R1 receive event <-746:Evt,8F203,3,R1:B1,P1:1,GetWaf,^1 is now retracted from ^2 during ^3 command>99
